WalkerID, PositionX, PositionY, PositionZ, Collisions, XIRate, log10(XIRate)
585, 11, 8, 9, 6239, 0.155975, 0.824656
586, 12, 8, 9, 6466, 0.16165, 0.828028
587, 1, 9, 9, 26579, 0.664475, 0.961426
588, 5, 9, 9, 6085, 0.152125, 0.822297
589, 6, 9, 9, 6126, 0.15315, 0.822931
590, 7, 9, 9, 6321, 0.158025, 0.825888
591, 8, 9, 9, 6273, 0.156825, 0.825169
592, 9, 9, 9, 6309, 0.157725, 0.825709
593, 10, 9, 9, 6143, 0.153575, 0.823192
594, 11, 9, 9, 6247, 0.156175, 0.824777
595, 12, 9, 9, 6345, 0.158625, 0.826246
596, 1, 10, 9, 26575, 0.664375, 0.961411
597, 5, 10, 9, 6270, 0.15675, 0.825123
598, 6, 10, 9, 6420, 0.1605, 0.827354
599, 7, 10, 9, 6341, 0.158525, 0.826186
600, 8, 10, 9, 6205, 0.155125, 0.82414
601, 9, 10, 9, 6265, 0.156625, 0.825048
602, 10, 10, 9, 6251, 0.156275, 0.824837
603, 11, 10, 9, 6296, 0.1574, 0.825514
604, 12, 10, 9, 6234, 0.15585, 0.82458
605, 5, 11, 9, 6228, 0.1557, 0.824489
606, 6, 11, 9, 6460, 0.1615, 0.827941
607, 7, 11, 9, 6336, 0.1584, 0.826112
608, 8, 11, 9, 6318, 0.15795, 0.825843
609, 9, 11, 9, 6070, 0.15175, 0.822064
610, 10, 11, 9, 6294, 0.15735, 0.825484
611, 11, 11, 9, 6270, 0.15675, 0.825123
612, 12, 11, 9, 6316, 0.1579, 0.825813
613, 1, 13, 9, 13482, 0.33705, 0.897371
614, 2, 13, 9, 13165, 0.329125, 0.895125
615, 1, 14, 9, 13308, 0.3327, 0.896145
616, 2, 14, 9, 13206, 0.33015, 0.895419
617, 1, 15, 9, 13187, 0.329675, 0.895283
618, 2, 15, 9, 13275, 0.331875, 0.895911
619, 5, 15, 9, 9992, 0.2498, 0.8691
620, 6, 15, 9, 9946, 0.24865, 0.868665
621, 7, 15, 9, 10163, 0.254075, 0.870702
622, 8, 15, 9, 10140, 0.2535, 0.870488
623, 1, 16, 9, 13352, 0.3338, 0.896456
624, 2, 16, 9, 13163, 0.329075, 0.895111
625, 5, 16, 9, 9828, 0.2457, 0.867539
626, 6, 16, 9, 9893, 0.247325, 0.868161
627, 7, 16, 9, 9854, 0.24635, 0.867788
628, 8, 16, 9, 9953, 0.248825, 0.868731
629, 5, 17, 9, 10082, 0.25205, 0.869947
630, 6, 17, 9, 9972, 0.2493, 0.868911
631, 7, 17, 9, 10070, 0.25175, 0.869834
632, 8, 17, 9, 10047, 0.251175, 0.869618
633, 5, 18, 9, 10049, 0.251225, 0.869637
634, 6, 18, 9, 10005, 0.250125, 0.869223
635, 7, 18, 9, 9978, 0.24945, 0.868968
636, 8, 18, 9, 10029, 0.250725, 0.869449
637, 5, 7, 10, 6247, 0.156175, 0.824777
638, 6, 7, 10, 6146, 0.15365, 0.823238
639, 7, 7, 10, 6249, 0.156225, 0.824807
640, 8, 7, 10, 6278, 0.15695, 0.825244
641, 9, 7, 10, 6220, 0.1555, 0.824368
642, 10, 7, 10, 6258, 0.15645, 0.824943
643, 11, 7, 10, 6039, 0.150975, 0.821581
644, 12, 7, 10, 6301, 0.157525, 0.825589
645, 5, 8, 10, 6360, 0.159, 0.826468
646, 6, 8, 10, 6056, 0.1514, 0.821846
647, 7, 8, 10, 6128, 0.1532, 0.822962
648, 8, 8, 10, 6288, 0.1572, 0.825394
649, 9, 8, 10, 6138, 0.15345, 0.823115
650, 10, 8, 10, 6296, 0.1574, 0.825514
651, 11, 8, 10, 6064, 0.1516, 0.821971
652, 12, 8, 10, 6195, 0.154875, 0.823988
653, 1, 9, 10, 26721, 0.668025, 0.961929
654, 5, 9, 10, 6334, 0.15835, 0.826082
655, 6, 9, 10, 6208, 0.1552, 0.824186
656, 7, 9, 10, 6092, 0.1523, 0.822406
657, 8, 9, 10, 6237, 0.155925, 0.824625
658, 9, 9, 10, 6303, 0.157575, 0.825619
659, 10, 9, 10, 6190, 0.15475, 0.823912
660, 11, 9, 10, 6212, 0.1553, 0.824246
661, 12, 9, 10, 6372, 0.1593, 0.826646
662, 1, 10, 10, 26651, 0.666275, 0.961681
663, 5, 10, 10, 6248, 0.1562, 0.824792
664, 6, 10, 10, 6126, 0.15315, 0.822931
665, 7, 10, 10, 6294, 0.15735, 0.825484
666, 8, 10, 10, 6077, 0.151925, 0.822173
667, 9, 10, 10, 6098, 0.15245, 0.822498
668, 10, 10, 10, 6084, 0.1521, 0.822282
669, 11, 10, 10, 6015, 0.150375, 0.821205
670, 12, 10, 10, 6359, 0.158975, 0.826454
671, 5, 11, 10, 6285, 0.157125, 0.825349
672, 6, 11, 10, 6071, 0.151775, 0.82208
673, 7, 11, 10, 6179, 0.154475, 0.823744
674, 8, 11, 10, 6322, 0.15805, 0.825903
675, 9, 11, 10, 6337, 0.158425, 0.826126
676, 10, 11, 10, 6234, 0.15585, 0.82458
677, 11, 11, 10, 6447, 0.161175, 0.827751
678, 12, 11, 10, 6271, 0.156775, 0.825138
679, 1, 13, 10, 13335, 0.333375, 0.896336
680, 2, 13, 10, 13373, 0.334325, 0.896605
681, 1, 14, 10, 13391, 0.334775, 0.896732
682, 2, 14, 10, 13318, 0.33295, 0.896216
683, 15, 14, 10, 40000, 1, 1
684, 18, 14, 10, 40000, 1, 1
685, 1, 15, 10, 13298, 0.33245, 0.896074
686, 2, 15, 10, 13188, 0.3297, 0.89529
687, 5, 15, 10, 10093, 0.252325, 0.87005
688, 6, 15, 10, 10069, 0.251725, 0.869825
689, 7, 15, 10, 10090, 0.25225, 0.870022
690, 8, 15, 10, 9967, 0.249175, 0.868864
691, 1, 16, 10, 13375, 0.334375, 0.896619
692, 2, 16, 10, 13542, 0.33855, 0.89779
693, 5, 16, 10, 10060, 0.2515, 0.869741
694, 6, 16, 10, 9944, 0.2486, 0.868646
695, 7, 16, 10, 10208, 0.2552, 0.871119
696, 8, 16, 10, 9912, 0.2478, 0.868342
697, 5, 17, 10, 10097, 0.252425, 0.870087
698, 6, 17, 10, 9987, 0.249675, 0.869053
699, 7, 17, 10, 10087, 0.252175, 0.869993
700, 8, 17, 10, 9949, 0.248725, 0.868693
701, 5, 18, 10, 9972, 0.2493, 0.868911
702, 6, 18, 10, 10081, 0.252025, 0.869937
703, 7, 18, 10, 10125, 0.253125, 0.870348
704, 8, 18, 10, 10041, 0.251025, 0.869562
705, 16, 1, 11, 26593, 0.664825, 0.961475
706, 17, 1, 11, 26631, 0.665775, 0.96161
707, 1, 3, 11, 14417, 0.360425, 0.903699
708, 2, 3, 11, 14407, 0.360175, 0.903633
709, 1, 4, 11, 14520, 0.363, 0.90437
710, 2, 4, 11, 14518, 0.36295, 0.904357
711, 1, 5, 11, 14502, 0.36255, 0.904253
712, 2, 5, 11, 14527, 0.363175, 0.904416
713, 1, 6, 11, 14282, 0.35705, 0.902811
714, 2, 6, 11, 14567, 0.364175, 0.904675
715, 5, 7, 11, 6220, 0.1555, 0.824368
716, 6, 7, 11, 6369, 0.159225, 0.826602
717, 7, 7, 11, 6249, 0.156225, 0.824807
718, 8, 7, 11, 6300, 0.1575, 0.825574
719, 9, 7, 11, 6418, 0.16045, 0.827325
720, 10, 7, 11, 6475, 0.161875, 0.82816
721, 11, 7, 11, 6328, 0.1582, 0.825992
722, 12, 7, 11, 6224, 0.1556, 0.824429
723, 5, 8, 11, 6065, 0.151625, 0.821986
724, 6, 8, 11, 6257, 0.156425, 0.824928
725, 7, 8, 11, 6275, 0.156875, 0.825199
726, 8, 8, 11, 6084, 0.1521, 0.822282
727, 9, 8, 11, 6328, 0.1582, 0.825992
728, 10, 8, 11, 6356, 0.1589, 0.826409
729, 11, 8, 11, 6513, 0.162825, 0.828712
730, 12, 8, 11, 6218, 0.15545, 0.824338
731, 5, 9, 11, 6005, 0.150125, 0.821048
732, 6, 9, 11, 6292, 0.1573, 0.825454
733, 7, 9, 11, 6334, 0.15835, 0.826082
734, 8, 9, 11, 6581, 0.164525, 0.829692
735, 9, 9, 11, 6267, 0.156675, 0.825078
736, 10, 9, 11, 6377, 0.159425, 0.82672
737, 11, 9, 11, 6414, 0.16035, 0.827266
738, 12, 9, 11, 6110, 0.15275, 0.822684
739, 5, 10, 11, 6272, 0.1568, 0.825154
740, 6, 10, 11, 6305, 0.157625, 0.825649
741, 7, 10, 11, 6320, 0.158, 0.825873
742, 8, 10, 11, 6271, 0.156775, 0.825138
743, 9, 10, 11, 6077, 0.151925, 0.822173
744, 10, 10, 11, 6288, 0.1572, 0.825394
745, 11, 10, 11, 6245, 0.156125, 0.824746
746, 12, 10, 11, 6128, 0.1532, 0.822962
747, 5, 11, 11, 5880, 0.147, 0.819063
748, 6, 11, 11, 6175, 0.154375, 0.823683
749, 7, 11, 11, 6130, 0.15325, 0.822992
750, 8, 11, 11, 6167, 0.154175, 0.82356
751, 9, 11, 11, 5971, 0.149275, 0.820512
752, 10, 11, 11, 6212, 0.1553, 0.824246
753, 11, 11, 11, 6277, 0.156925, 0.825229
754, 12, 11, 11, 6371, 0.159275, 0.826631
755, 5, 15, 11, 10255, 0.256375, 0.871552
756, 6, 15, 11, 9976, 0.2494, 0.868949
757, 7, 15, 11, 9971, 0.249275, 0.868902
758, 8, 15, 11, 9921, 0.248025, 0.868427
759, 5, 16, 11, 10085, 0.252125, 0.869975
760, 6, 16, 11, 9812, 0.2453, 0.867385
761, 7, 16, 11, 10045, 0.251125, 0.8696
762, 8, 16, 11, 10089, 0.252225, 0.870012
763, 5, 17, 11, 10183, 0.254575, 0.870887
764, 6, 17, 11, 10193, 0.254825, 0.87098
765, 7, 17, 11, 9786, 0.24465, 0.867135
766, 8, 17, 11, 9684, 0.2421, 0.866146
767, 13, 17, 11, 26556, 0.6639, 0.961344
768, 14, 17, 11, 26655, 0.666375, 0.961695
769, 5, 18, 11, 9986, 0.24965, 0.869044
770, 6, 18, 11, 9876, 0.2469, 0.867998
771, 7, 18, 11, 10110, 0.25275, 0.870208
772, 8, 18, 11, 10080, 0.252, 0.869928
773, 13, 18, 11, 26554, 0.66385, 0.961337
774, 14, 18, 11, 26721, 0.668025, 0.961929
775, 11, 1, 12, 13362, 0.33405, 0.896527
776, 12, 1, 12, 13321, 0.333025, 0.896237
777, 16, 1, 12, 26536, 0.6634, 0.961273
778, 17, 1, 12, 26558, 0.66395, 0.961351
779, 11, 2, 12, 13189, 0.329725, 0.895297
780, 12, 2, 12, 13299, 0.332475, 0.896081
781, 1, 3, 12, 14447, 0.361175, 0.903895
782, 2, 3, 12, 14407, 0.360175, 0.903633
783, 5, 3, 12, 33309, 0.832725, 0.982725
784, 11, 3, 12, 13243, 0.331075, 0.895683
785, 12, 3, 12, 13444, 0.3361, 0.897104
786, 1, 4, 12, 14518, 0.36295, 0.904357
787, 2, 4, 12, 14531, 0.363275, 0.904442
788, 11, 4, 12, 13482, 0.33705, 0.897371
789, 12, 4, 12, 13385, 0.334625, 0.896689
790, 1, 5, 12, 14457, 0.361425, 0.90396
791, 2, 5, 12, 14380, 0.3595, 0.903456
792, 1, 6, 12, 14455, 0.361375, 0.903947
793, 2, 6, 12, 14580, 0.3645, 0.90476
794, 5, 7, 12, 6195, 0.154875, 0.823988
795, 6, 7, 12, 6226, 0.15565, 0.824459
796, 7, 7, 12, 6218, 0.15545, 0.824338
797, 8, 7, 12, 6393, 0.159825, 0.826957
798, 9, 7, 12, 6099, 0.152475, 0.822514
799, 10, 7, 12, 6247, 0.156175, 0.824777
800, 11, 7, 12, 6390, 0.15975, 0.826912
801, 12, 7, 12, 6198, 0.15495, 0.824033
802, 5, 8, 12, 6439, 0.160975, 0.827633
803, 6, 8, 12, 6230, 0.15575, 0.824519
804, 7, 8, 12, 6117, 0.152925, 0.822792
805, 8, 8, 12, 6196, 0.1549, 0.824003
806, 9, 8, 12, 6345, 0.158625, 0.826246
807, 10, 8, 12, 6420, 0.1605, 0.827354
808, 11, 8, 12, 6132, 0.1533, 0.823023
809, 12, 8, 12, 6329, 0.158225, 0.826007
810, 5, 9, 12, 6389, 0.159725, 0.826898
811, 6, 9, 12, 6400, 0.16, 0.82706
812, 7, 9, 12, 6109, 0.152725, 0.822669
813, 8, 9, 12, 6352, 0.1588, 0.82635
814, 9, 9, 12, 6293, 0.157325, 0.825469
815, 10, 9, 12, 6367, 0.159175, 0.826572
816, 11, 9, 12, 6297, 0.157425, 0.825529
817, 12, 9, 12, 6354, 0.15885, 0.826379
818, 5, 10, 12, 6186, 0.15465, 0.823851
819, 6, 10, 12, 6231, 0.155775, 0.824535
820, 7, 10, 12, 6293, 0.157325, 0.825469
821, 8, 10, 12, 6237, 0.155925, 0.824625
822, 9, 10, 12, 6334, 0.15835, 0.826082
823, 10, 10, 12, 6197, 0.154925, 0.824018
824, 11, 10, 12, 6109, 0.152725, 0.822669
825, 12, 10, 12, 6084, 0.1521, 0.822282
826, 16, 10, 12, 19951, 0.498775, 0.934357
827, 17, 10, 12, 19980, 0.4995, 0.934494
828, 5, 11, 12, 6455, 0.161375, 0.827868
829, 6, 11, 12, 6128, 0.1532, 0.822962
830, 7, 11, 12, 6103, 0.152575, 0.822576
831, 8, 11, 12, 6200, 0.155, 0.824064
832, 9, 11, 12, 6225, 0.155625, 0.824444
833, 10, 11, 12, 6238, 0.15595, 0.824641
834, 11, 11, 12, 6128, 0.1532, 0.822962
835, 12, 11, 12, 6308, 0.1577, 0.825694
836, 16, 11, 12, 19892, 0.4973, 0.934077
837, 17, 11, 12, 20011, 0.500275, 0.93464
838, 5, 15, 12, 9957, 0.248925, 0.868769
839, 6, 15, 12, 10110, 0.25275, 0.870208
840, 7, 15, 12, 9901, 0.247525, 0.868237
841, 8, 15, 12, 10077, 0.251925, 0.8699
842, 5, 16, 12, 9984, 0.2496, 0.869025
843, 6, 16, 12, 10101, 0.252525, 0.870124
844, 7, 16, 12, 9925, 0.248125, 0.868466
845, 8, 16, 12, 10311, 0.257775, 0.872066
846, 5, 17, 12, 9993, 0.249825, 0.86911
847, 6, 17, 12, 10178, 0.25445, 0.870841
848, 7, 17, 12, 10233, 0.255825, 0.87135
849, 8, 17, 12, 10037, 0.250925, 0.869525
850, 18, 17, 12, 33271, 0.831775, 0.982618
851, 5, 18, 12, 9965, 0.249125, 0.868845
852, 6, 18, 12, 10062, 0.25155, 0.869759
853, 7, 18, 12, 9955, 0.248875, 0.86875
854, 8, 18, 12, 10128, 0.2532, 0.870376
855, 18, 18, 12, 33412, 0.8353, 0.983017
856, 8, 1, 13, 40000, 1, 1
857, 11, 1, 13, 13135, 0.328375, 0.89491
858, 12, 1, 13, 13394, 0.33485, 0.896753
859, 11, 2, 13, 13322, 0.33305, 0.896244
860, 12, 2, 13, 13254, 0.33135, 0.895761
861, 1, 3, 13, 14440, 0.361, 0.903849
862, 2, 3, 13, 14556, 0.3639, 0.904604
863, 5, 3, 13, 33184, 0.8296, 0.982371
864, 11, 3, 13, 13531, 0.338275, 0.897713
865, 12, 3, 13, 13398, 0.33495, 0.896781
866, 1, 4, 13, 14337, 0.358425, 0.903173
867, 2, 4, 13, 14407, 0.360175, 0.903633
868, 11, 4, 13, 13171, 0.329275, 0.895168
869, 12, 4, 13, 13402, 0.33505, 0.896809
870, 16, 4, 13, 12328, 0.3082, 0.888926
871, 17, 4, 13, 12315, 0.307875, 0.888827
872, 18, 4, 13, 12105, 0.302625, 0.887204
873, 1, 5, 13, 14455, 0.361375, 0.903947
874, 2, 5, 13, 14554, 0.36385, 0.904591
875, 16, 5, 13, 12223, 0.305575, 0.888119
876, 17, 5, 13, 12291, 0.307275, 0.888643
877, 18, 5, 13, 12284, 0.3071, 0.888589
878, 1, 6, 13, 14628, 0.3657, 0.90507
879, 2, 6, 13, 14396, 0.3599, 0.903561
880, 16, 6, 13, 12076, 0.3019, 0.886977
881, 17, 6, 13, 12283, 0.307075, 0.888581
882, 18, 6, 13, 12102, 0.30255, 0.88718
883, 5, 7, 13, 6309, 0.157725, 0.825709
884, 6, 7, 13, 6230, 0.15575, 0.824519
885, 7, 7, 13, 6325, 0.158125, 0.825948
886, 8, 7, 13, 6256, 0.1564, 0.824912
887, 9, 7, 13, 6275, 0.156875, 0.825199
888, 10, 7, 13, 6185, 0.154625, 0.823835
889, 11, 7, 13, 6349, 0.158725, 0.826305
890, 12, 7, 13, 6183, 0.154575, 0.823805
891, 16, 7, 13, 12219, 0.305475, 0.888088
892, 17, 7, 13, 12259, 0.306475, 0.888397
893, 18, 7, 13, 12138, 0.30345, 0.887461
894, 5, 8, 13, 6476, 0.1619, 0.828174
895, 6, 8, 13, 6085, 0.152125, 0.822297
896, 7, 8, 13, 6206, 0.15515, 0.824155
897, 8, 8, 13, 6118, 0.15295, 0.822807
898, 9, 8, 13, 6190, 0.15475, 0.823912
899, 10, 8, 13, 6228, 0.1557, 0.824489
900, 11, 8, 13, 6321, 0.158025, 0.825888
901, 12, 8, 13, 6132, 0.1533, 0.823023
902, 5, 9, 13, 6396, 0.1599, 0.827001
903, 6, 9, 13, 6268, 0.1567, 0.825093
904, 7, 9, 13, 6083, 0.152075, 0.822266
905, 8, 9, 13, 6224, 0.1556, 0.824429
906, 9, 9, 13, 6268, 0.1567, 0.825093
907, 10, 9, 13, 6053, 0.151325, 0.8218
908, 11, 9, 13, 6181, 0.154525, 0.823774
909, 12, 9, 13, 6110, 0.15275, 0.822684
910, 2, 10, 13, 40000, 1, 1
911, 5, 10, 13, 6128, 0.1532, 0.822962
912, 6, 10, 13, 6416, 0.1604, 0.827296
913, 7, 10, 13, 6576, 0.1644, 0.82962
914, 8, 10, 13, 6453, 0.161325, 0.827838
915, 9, 10, 13, 6191, 0.154775, 0.823927
916, 10, 10, 13, 6306, 0.15765, 0.825664
917, 11, 10, 13, 6392, 0.1598, 0.826942
918, 12, 10, 13, 6124, 0.1531, 0.8229
919, 16, 10, 13, 19912, 0.4978, 0.934172
920, 17, 10, 13, 19954, 0.49885, 0.934371
921, 5, 11, 13, 6203, 0.155075, 0.82411
922, 6, 11, 13, 6382, 0.15955, 0.826794
923, 7, 11, 13, 6142, 0.15355, 0.823177
924, 8, 11, 13, 6401, 0.160025, 0.827075
925, 9, 11, 13, 6327, 0.158175, 0.825977
926, 10, 11, 13, 6242, 0.15605, 0.824701
927, 11, 11, 13, 6313, 0.157825, 0.825768
928, 12, 11, 13, 6341, 0.158525, 0.826186
929, 16, 11, 13, 19889, 0.497225, 0.934063
930, 17, 11, 13, 20001, 0.500025, 0.934593
931, 2, 16, 13, 33225, 0.830625, 0.982487
932, 11, 1, 14, 13528, 0.3382, 0.897692
933, 12, 1, 14, 13136, 0.3284, 0.894917
934, 11, 2, 14, 13422, 0.33555, 0.89695
935, 12, 2, 14, 13270, 0.33175, 0.895875
936, 11, 3, 14, 13436, 0.3359, 0.897048
937, 12, 3, 14, 13211, 0.330275, 0.895455
938, 11, 4, 14, 13433, 0.335825, 0.897027
939, 12, 4, 14, 13433, 0.335825, 0.897027
940, 16, 4, 14, 12311, 0.307775, 0.888796
941, 17, 4, 14, 12242, 0.30605, 0.888266
942, 18, 4, 14, 12545, 0.313625, 0.890573
943, 16, 5, 14, 12054, 0.30135, 0.886805
944, 17, 5, 14, 12139, 0.303475, 0.887468
945, 18, 5, 14, 12462, 0.31155, 0.889947
946, 16, 6, 14, 12320, 0.308, 0.888865
947, 17, 6, 14, 12335, 0.308375, 0.88898
948, 18, 6, 14, 12213, 0.305325, 0.888042
949, 5, 7, 14, 6125, 0.153125, 0.822915
950, 6, 7, 14, 6112, 0.1528, 0.822715
951, 7, 7, 14, 6347, 0.158675, 0.826275
952, 8, 7, 14, 6238, 0.15595, 0.824641
953, 9, 7, 14, 6131, 0.153275, 0.823008
954, 10, 7, 14, 6147, 0.153675, 0.823254
955, 11, 7, 14, 6323, 0.158075, 0.825918
956, 12, 7, 14, 6260, 0.1565, 0.824973
957, 16, 7, 14, 12007, 0.300175, 0.886437
958, 17, 7, 14, 11994, 0.29985, 0.886334
959, 18, 7, 14, 12337, 0.308425, 0.888995
960, 5, 8, 14, 6267, 0.156675, 0.825078
961, 6, 8, 14, 6362, 0.15905, 0.826498
962, 7, 8, 14, 6170, 0.15425, 0.823606
963, 8, 8, 14, 6245, 0.156125, 0.824746
964, 9, 8, 14, 6305, 0.157625, 0.825649
965, 10, 8, 14, 6344, 0.1586, 0.826231
966, 11, 8, 14, 6257, 0.156425, 0.824928
967, 12, 8, 14, 6209, 0.155225, 0.824201
968, 5, 9, 14, 6191, 0.154775, 0.823927
969, 6, 9, 14, 6054, 0.15135, 0.821815
970, 7, 9, 14, 6140, 0.1535, 0.823146
971, 8, 9, 14, 6363, 0.159075, 0.826513
972, 9, 9, 14, 6133, 0.153325, 0.823039
973, 10, 9, 14, 6209, 0.155225, 0.824201
974, 11, 9, 14, 6443, 0.161075, 0.827692
975, 12, 9, 14, 6079, 0.151975, 0.822204
976, 5, 10, 14, 6369, 0.159225, 0.826602
977, 6, 10, 14, 6107, 0.152675, 0.822638
978, 7, 10, 14, 6201, 0.155025, 0.824079
979, 8, 10, 14, 6298, 0.15745, 0.825544
980, 9, 10, 14, 6319, 0.157975, 0.825858
981, 10, 10, 14, 6180, 0.1545, 0.823759
982, 11, 10, 14, 6218, 0.15545, 0.824338
983, 12, 10, 14, 6188, 0.1547, 0.823881
984, 5, 11, 14, 5991, 0.149775, 0.820828
985, 6, 11, 14, 6331, 0.158275, 0.826037
986, 7, 11, 14, 6140, 0.1535, 0.823146
987, 8, 11, 14, 6157, 0.153925, 0.823407
988, 9, 11, 14, 6251, 0.156275, 0.824837
989, 10, 11, 14, 6148, 0.1537, 0.823269
990, 11, 11, 14, 6185, 0.154625, 0.823835
991, 12, 11, 14, 6375, 0.159375, 0.826691
992, 1, 13, 14, 40000, 1, 1
993, 13, 15, 14, 16778, 0.41945, 0.918011
994, 14, 15, 14, 16575, 0.414375, 0.916862
995, 2, 16, 14, 33305, 0.832625, 0.982714
996, 13, 16, 14, 16728, 0.4182, 0.917729
997, 14, 16, 14, 16489, 0.412225, 0.916371
998, 13, 17, 14, 16767, 0.419175, 0.917949
999, 14, 17, 14, 16773, 0.419325, 0.917983
1000, 13, 18, 14, 16543, 0.413575, 0.91668
1001, 14, 18, 14, 16609, 0.415225, 0.917055
1002, 11, 1, 15, 13278, 0.33195, 0.895932
1003, 12, 1, 15, 13328, 0.3332, 0.896287
1004, 11, 2, 15, 13455, 0.336375, 0.897182
1005, 12, 2, 15, 13417, 0.335425, 0.896915
1006, 11, 3, 15, 13414, 0.33535, 0.896894
1007, 12, 3, 15, 13399, 0.334975, 0.896788
1008, 11, 4, 15, 13540, 0.3385, 0.897776
1009, 12, 4, 15, 13416, 0.3354, 0.896908
1010, 16, 4, 15, 11975, 0.299375, 0.886185
1011, 17, 4, 15, 12200, 0.305, 0.887941
1012, 18, 4, 15, 12110, 0.30275, 0.887243
1013, 16, 5, 15, 12297, 0.307425, 0.888689
1014, 17, 5, 15, 12286, 0.30715, 0.888604
1015, 18, 5, 15, 12291, 0.307275, 0.888643
1016, 16, 6, 15, 12190, 0.30475, 0.887864
1017, 17, 6, 15, 12256, 0.3064, 0.888374
1018, 18, 6, 15, 12198, 0.30495, 0.887926
1019, 16, 7, 15, 12219, 0.305475, 0.888088
1020, 17, 7, 15, 12010, 0.30025, 0.88646
1021, 18, 7, 15, 12086, 0.30215, 0.887055
1022, 17, 14, 15, 26510, 0.66275, 0.96118
1023, 18, 14, 15, 26515, 0.662875, 0.961198
1024, 13, 15, 15, 16640, 0.416, 0.917231
1025, 14, 15, 15, 16639, 0.415975, 0.917226
1026, 17, 15, 15, 26694, 0.66735, 0.961833
1027, 18, 15, 15, 26624, 0.6656, 0.961585
1028, 13, 16, 15, 16689, 0.417225, 0.917509
1029, 14, 16, 15, 16561, 0.414025, 0.916782
1030, 13, 17, 15, 16699, 0.417475, 0.917565
1031, 14, 17, 15, 16469, 0.411725, 0.916256
1032, 13, 18, 15, 16673, 0.416825, 0.917418
1033, 14, 18, 15, 16727, 0.418175, 0.917723
1034, 7, 1, 16, 33408, 0.8352, 0.983006
1035, 8, 1, 16, 33356, 0.8339, 0.982859
1036, 3, 3, 16, 33317, 0.832925, 0.982748
1037, 4, 3, 16, 33337, 0.833425, 0.982805
1038, 8, 4, 16, 40000, 1, 1
1039, 5, 15, 16, 11840, 0.296, 0.885115
1040, 6, 15, 16, 11947, 0.298675, 0.885964
1041, 5, 16, 16, 11637, 0.290925, 0.883483
1042, 6, 16, 16, 11862, 0.29655, 0.88529
1043, 5, 17, 16, 12036, 0.3009, 0.886664
1044, 6, 17, 16, 11984, 0.2996, 0.886256
1045, 5, 18, 16, 11900, 0.2975, 0.885592
1046, 6, 18, 16, 12055, 0.301375, 0.886813
1047, 18, 1, 17, 33292, 0.8323, 0.982677
1048, 2, 6, 17, 13337, 0.333425, 0.89635
1049, 3, 6, 17, 13259, 0.331475, 0.895797
1050, 4, 6, 17, 13332, 0.3333, 0.896315
1051, 5, 6, 17, 13389, 0.334725, 0.896718
1052, 2, 7, 17, 13274, 0.33185, 0.895904
1053, 3, 7, 17, 13560, 0.339, 0.897915
1054, 4, 7, 17, 13385, 0.334625, 0.896689
1055, 5, 7, 17, 13197, 0.329925, 0.895355
1056, 2, 8, 17, 13155, 0.328875, 0.895054
1057, 3, 8, 17, 13184, 0.3296, 0.895262
1058, 4, 8, 17, 13309, 0.332725, 0.896152
1059, 5, 8, 17, 13301, 0.332525, 0.896095
1060, 2, 9, 17, 13414, 0.33535, 0.896894
1061, 3, 9, 17, 13411, 0.335275, 0.896873
1062, 4, 9, 17, 13233, 0.330825, 0.895612
1063, 5, 9, 17, 13286, 0.33215, 0.895989
1064, 15, 10, 17, 26664, 0.6666, 0.961727
1065, 16, 10, 17, 26807, 0.670175, 0.962232
1066, 15, 11, 17, 26722, 0.66805, 0.961932
1067, 16, 11, 17, 26815, 0.670375, 0.96226
1068, 5, 15, 17, 11945, 0.298625, 0.885948
1069, 6, 15, 17, 11927, 0.298175, 0.885806
1070, 5, 16, 17, 12087, 0.302175, 0.887063
1071, 6, 16, 17, 11736, 0.2934, 0.884282
1072, 9, 16, 17, 20009, 0.500225, 0.93463
1073, 10, 16, 17, 20177, 0.504425, 0.935419
1074, 5, 17, 17, 11989, 0.299725, 0.886295
1075, 6, 17, 17, 12061, 0.301525, 0.88686
1076, 9, 17, 17, 20044, 0.5011, 0.934795
1077, 10, 17, 17, 20074, 0.50185, 0.934937
1078, 5, 18, 17, 11832, 0.2958, 0.885051
1079, 6, 18, 17, 11946, 0.29865, 0.885956
1080, 14, 1, 18, 24274, 0.60685, 0.952865
1081, 18, 1, 18, 33341, 0.833525, 0.982816
1082, 14, 2, 18, 24612, 0.6153, 0.95417
1083, 2, 6, 18, 13457, 0.336425, 0.897196
1084, 3, 6, 18, 13433, 0.335825, 0.897027
1085, 4, 6, 18, 13393, 0.334825, 0.896746
1086, 5, 6, 18, 13300, 0.3325, 0.896088
1087, 2, 7, 18, 13335, 0.333375, 0.896336
1088, 3, 7, 18, 13452, 0.3363, 0.897161
1089, 4, 7, 18, 13405, 0.335125, 0.89683
1090, 5, 7, 18, 13392, 0.3348, 0.896739
1091, 8, 7, 18, 31059, 0.776475, 0.976125
1092, 13, 7, 18, 31234, 0.78085, 0.976656
1093, 17, 7, 18, 31181, 0.779525, 0.976495
1094, 2, 8, 18, 13223, 0.330575, 0.89554
1095, 3, 8, 18, 13305, 0.332625, 0.896124
1096, 4, 8, 18, 13179, 0.329475, 0.895226
1097, 5, 8, 18, 13415, 0.335375, 0.896901
1098, 2, 9, 18, 13306, 0.33265, 0.896131
1099, 3, 9, 18, 13207, 0.330175, 0.895426
